word,frequency,lemmas,seven_k,pos,cefr,ranking,tc
caddy,583,"[""caddied"",""caddying"",""caddies""]",,"[""noun"",""noun (plural)""]",,16110,"n.茶葉罐,小盒子,小罐"
quell,583,"[""quelled"",""quelling"",""quells""]",,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",,16111,v.鎮壓
bleacher,583,"[""bleachers""]",,"[""noun""]",,16112,"n.漂白者,漂白劑,露天看台"
depository,583,"[""depositories""]",,"[""noun"",""noun (plural)""]",,16113,n.存放處
cockatoo,583,"[""cockatoos""]",,"[""noun""]",,16114,n.美冠鸚鵡(產於澳洲及東印度群島等地)
tenuis,583,[],,"[""noun""]",,16115,n.[語]清塞音
mismanage,583,"[""mismanaged"",""mismanaging""]",,"[""other"",""noun""]",,16116,"vt.處置失當,辦錯"
grinder,582,"[""grinders""]",,"[""noun""]",,16117,"n.磨工,尤指磨刀具的工人,研磨者,<美俚>脫衣舞女演員"
headlight,582,"[""headlights""]",,"[""noun""]",,16118,"n.前燈,桅燈"
yip,582,"[""yipped"",""yipping"",""yips""]",,"[""noun"",""verb"",null]",,16119,"n.犬吠,叫喊聲vi.犬吠,叫喊"
dilapidate,582,"[""dilapidated"",""dilapidates"",""dilapidating""]",,"[""verb transitive"",""verb intransitive"",""other"",""adjective"",""noun""]",,16120,"v.(使)荒廢,(使部分)毀壞,浪費"
kaleidoscope,582,"[""kaleidoscopes""]",,"[""noun"",""adjective""]",,16121,"n.萬花筒,時時變化的鮮明景色"
mosquitoes,582,[],,"[""noun (plural)""]",,16122,
tabulate,582,"[""tabulating"",""tabulated"",""tabulates""]",,"[""verb transitive"",""other"",""noun""]",,16123,vt.把...制成表格v.列表
fuze,581,"[""fuzes""]",,"[""noun""]",,16124,"n.引信,保險絲,導火管"
getaway,581,"[""getaways""]",,"[""noun""]",,16125,"n.逃亡,逃走"
wart,581,"[""warts""]",,"[""noun""]",,16126,"n.[醫]疣,[植]瘤,瑕疵,討厭的人"
soulful,581,[],,"[""adjective""]",,16127,"adj.充滿熱情的,深情的,感情上的,高尚的"
connoisseur,581,"[""connoisseurs""]",,"[""noun""]",,16128,"n.(藝術品的)鑒賞家,鑒定家,內行"
precept,581,"[""precepts""]",,"[""verb transitive""]",,16129,n.規則
emcee,581,"[""emcees""]",,"[""noun"",""verb"",null]",,16130,"vt.擔任...主持人,主持n.司儀,主持人"
comer,581,"[""comers""]",,"[""noun""]",,16131,"n.來者,新來者,有希望者"
haiku,581,"[""haikus""]",,"[""noun""]",,16132,
doctrinal,581,[],,"[""adjective"",""noun""]",,16133,adj.學說的
maidenhead,581,"[""maidenheads""]",,"[""noun""]",,16134,n.處女膜
hypericum,581,"[""hypericums""]",,"[""noun""]",,16135,n.金絲桃屬植物
babel,581,"[""babels""]",,"[""noun""]",,16136,"n.[聖經]巴別塔,混亂,嘈雜"
legation,581,"[""legations""]",,"[""noun""]",,16137,"n.使者的派遣,公使館(全體人員)"
neoplasm,581,"[""neoplasms""]",,"[""noun""]",,16138,"n.[醫]贅生物,(腫)瘤"
inflect,581,"[""inflected"",""inflects"",""inflecting""]",,"[""verb transitive"",""other"",""adjective"",""noun""]",,16139,"vt.彎曲,使屈曲,改變,[語法]變化詞尾或變形vi.發生彎曲變化"
fiercely,580,[],,"[""adverb""]",,16140,"adv.猛烈地,厲害地"
heng,580,[],,"[""other""]",,16141,
herder,580,"[""herders""]",,"[""noun""]",,16142,"n.牧者,牧人"
vernal,580,[],,"[""adjective""]",,16143,"adj.春天的,春天發生的,和煦的,青春的"
cenozoic,580,"[""cenozoics""]",,"[""adjective""]",,16144,"n.(=Cainozoic)新生代,新生代之岩層adj.新生界的"
statuette,580,"[""statuettes""]",,"[""noun""]",,16145,n.小雕像
strangler,580,"[""stranglers""]",,"[""noun""]",,16146,
reinvent,579,"[""reinvented"",""reinventing""]",,[null],,16147,"vt.(在不知他人以發明的情況下)從復發明,徹底改造,從新使用"
calamity,579,"[""calamities""]",,"[""noun"",""noun (plural)"",""adjective""]",,16148,"n.災難,不幸事件"
valet,579,"[""valets""]",,"[""noun""]",,16149,"n.(男人的)貼身男僕,<美>衣物架vt.伺候"
inlay,579,"[""inlays"",""inlayed"",""inlaying""]",,"[""verb transitive"",""noun"",""other"",""past participle""]",,16150,n.鑲嵌
mongoose,579,"[""mongeese""]",,"[""noun""]",,16151,n.[動] 貓鼬
endothelial,579,[],,"[""adjective""]",,16152,
castaway,579,"[""castaways""]",,"[""noun"",""adjective""]",,16153,"n.被拋棄的人,坐船遇難者,漂流者adj.被拋棄的,無價值的,遭難的"
cruciform,579,[],,"[""adjective""]",,16154,adj.十字形的
souk,579,"[""souks""]",,"[""noun""]",,16155,
dolmen,579,"[""dolmens""]",,"[""noun""]",,16156,n.(用石架成的)史前墓石牌坊
stomp,578,"[""stomped"",""stomping"",""stomps""]",,"[""verb intransitive""]",,16157,"n.跺腳vt.跺,踐踏,重踏vi.跺腳,踐踏,重踏"
auspicious,578,[],,"[""adjective""]",,16158,"n.吉兆的,幸運的"
futile,578,[],,"[""verb transitive"",""noun"",""adv""]",,16159,"adj.瑣細的,無用的,無效果的,(人)沒有出息的"
rescind,578,"[""rescinded"",""rescinding"",""rescinds""]",,"[""verb transitive"",""other"",""noun"",""adjective""]",,16160,v.廢除
biotech,578,[],,[],,16161,
woolen,578,"[""woolens""]",,"[""adjective"",""noun""]",,16162,adj.毛紡的
methanol,578,"[""methanols""]",,"[""noun""]",,16163,n.[化]甲醇
epidemiologist,578,"[""epidemiologists""]",,"[""noun""]",,16164,n.流行病學家
counterculture,578,"[""countercultures""]",,"[""noun""]",,16165,
calyx,578,"[""calyxes""]",,"[""noun"",""noun (plural)""]",,16166,"n.[植]花萼,[動]盞,盂,杯壯部(或腔)"
afrikaner,578,"[""afrikaners""]",,"[""noun"",""adjective""]",,16167,"n.南非白人,布爾人(指南非的荷蘭人等歐洲移民的後裔)"
compost,577,"[""composted"",""composts""]",,"[""noun"",""verb transitive""]",,16168,"n.混合肥料,堆肥"
instantaneous,577,[],,"[""adjective""]",,16169,"adj.瞬間的,即刻的,即時的"
decrypt,577,"[""decrypted"",""decrypting"",""decrypts""]",,"[""verb""]",,16170,"v.譯(電文),解釋明白"
misdemeanor,577,"[""misdemeanors""]",,"[""noun""]",,16171,"n.<美>(=misdemeanour)[律]輕罪,(與felony相對,英國1967年刑法條例已廢除misdemeanour和felony之間的一切區別)"
bullpen,577,"[""bullpens""]",,"[""noun""]",,16172,"n.<美>牛欄,<口>大房間(尤指候審犯人用的),[棒球]候補隊員區"
coalesce,577,"[""coalesced"",""coalescing"",""coalesces""]",,"[""noun"",""other""]",,16173,v.接合
coll,577,[],,"[""verb transitive""]",,16174,
bonne,577,"[""bonnes""]",,"[""noun""]",,16175,"n.<法> 女佣,女僕,保姆"
spectre,577,"[""spectres""]",,"[""noun""]",,16176,n.鬼性
jeweler,576,"[""jewelers""]",,"[""noun""]",,16177,"n.寶石商,寶石匠"
overarch,576,"[""overarching""]",,"[""other""]",,16178,vt.在...上做拱形vi.成拱形
underprivileged,576,[],,"[""adjective""]",,16179,
decompress,576,"[""decompressed""]",,"[""verb""]",,16180,v.(使)減壓
cuff,575,"[""cuffed"",""cuffing"",""cuffs""]",,"[""verb transitive"",""verb intransitive"",""noun"",""other""]",,16181,"n.袖口,褲子翻邊,護腕,手銬vt.給...上袖口(或翻邊),用手銬銬"
gutter,575,"[""guttered"",""guttering"",""gutters""]",,"[""noun"",""verb transitive"",""verb intransitive"",""other""]",,16182,"n.水槽,檐槽,排水溝,槽,貧民區vt.開溝於vi.流n.裝訂線"
uphill,575,"[""uphills""]",,"[""adv"",""adjective""]",,16183,"n.登高,上升adj.上坡的,向上的adv.上坡地,向上地"
taker,575,"[""takers""]",,"[""noun""]",,16184,
stringent,575,[],,"[""adjective""]",,16185,"adj.嚴厲的,迫切的,銀根緊的"
cornea,575,"[""corneas""]",,"[""noun"",""noun (plural)""]",,16186,n.[醫]角膜
athenaeum,575,"[""athenaeums""]",,"[""noun""]",,16187,n.雅典娜神廟
plunket,575,[],,"[""noun""]",,16188,
accrete,575,"[""accreted"",""accreting"",""accretes""]",,"[""verb intransitive"",""verb transitive"",""adjective"",""noun""]",,16189,"vi.共生,合生,附著;vt.使依附,使連接;adj.共生的"
volatility,574,"[""volatilities""]",,"[""noun""]",,16190,n.揮發性
polarity,574,"[""polarities""]",,"[""noun""]",,16191,n.極性
inventive,574,[],,"[""adjective""]",,16192,"adj.善於創造的,發明的"
headliner,574,"[""headliners""]",,"[""noun""]",,16193,n.(報紙)寫標題的記者
emulation,574,"[""emulations""]",,"[""noun""]",,16194,"n.競爭,效法"
vixen,574,"[""vixens""]",,"[""noun""]",,16195,"n.雌狐,嘮叨的女人,壞心眼的女人,刁婦,潑婦"
barracuda,574,"[""barracudas""]",,"[""noun""]",,16196,"n.魚,梭魚類"
meningitis,574,"[""meningitises""]",,"[""noun""]",,16197,n.[醫]腦膜炎
memorialize,574,[],,"[""verb transitive"",""other""]",,16198,v.請願
pimlico,574,[],,"[""noun""]",,16199,
boney,574,[],,"[""adjective""]",,16200,adj.=bony
federalism,574,"[""federalisms""]",,"[""noun""]",,16201,"n.聯邦政治,聯邦制度"
barque,574,"[""barques""]",,"[""noun""]",,16202,"n.三桅帆船,船"
scarp,574,"[""scarps""]",,"[""noun"",""verb transitive"",""other""]",,16203,n.懸崖vt.使成陡坡
instar,574,"[""instars""]",,"[""verb transitive""]",,16204,"n.中間形態,[昆]齡(幼蟲兩次蛻皮之間的蟲期),其時期的節足動物"
fireball,573,"[""fireballs""]",,"[""noun""]",,16205,"n.火球,大流星,[軍](舊式)燃燒彈,[美口]工作起來勁十足的人"
grayish,573,[],,"[""adjective""]",,16206,"adj.淺灰色的,微帶灰色的"
wayside,573,"[""waysides""]",,"[""noun"",""adjective""]",,16207,n.路旁adj.路旁的
espy,573,"[""espied"",""espies"",""espying""]",,"[""verb transitive"",""verb intransitive"",""noun"",""other"",""noun (plural)""]",,16208,v.看到
contralto,573,"[""contraltos""]",,"[""noun"",""adjective""]",,16209," n女低音,女低音歌手"
laurentian,573,"[""laurentians""]",,"[""adjective""]",,16210,"n.[地質] (加拿大東南部)勞倫系,勞倫系岩石層adj.勞倫系的"
skyway,573,"[""skyways""]",,"[""noun""]",,16211,n.航線
wrongful,572,[],,"[""adjective""]",,16212,adj.不正當的
heathen,572,"[""heathens""]",,"[""noun (plural)"",""noun"",""adjective"",""verb transitive""]",,16213,"n.不信上帝者,異教徒,野蠻人,粗野的人adj.異教的,野蠻的"
magnetism,572,"[""magnetisms""]",,"[""noun""]",,16214,"n.磁,磁力,吸引力,磁學"
malnutrition,572,"[""malnutritions""]",,"[""noun""]",,16215,"n.營養失調,營養不良"
bannister,572,"[""bannisters""]",,"[""other""]",,16216,n.(=banister)欄干
fleury,572,[],,"[""adjective""]",,16217,"adj.飾以百合花紋的,臂端有花紋的"
crispin,572,"[""crispins""]",,"[""noun""]",,16218,n.鞋匠
wearer,571,"[""wearers""]",,"[""noun""]",,16219,"n.穿用者,佩帶者"
tadpole,571,"[""tadpoles""]",,"[""noun""]",,16220,n.[動]蝌蚪
bran,571,"[""brans""]",,"[""noun""]",,16221,"n.糠,麩"
pussycat,571,"[""pussycats""]",,"[""noun""]",,16222,"n.貓,有毛的柔軟東西"
snide,571,[],,"[""adjective""]",,16223,"n.騙子,卑鄙勾當,贗品,假珠寶adj.偽造的,不誠實的,卑鄙的,暗諷的"
rab,571,[],,"[""noun""]",,16224,
argent,571,"[""argents""]",,"[""noun"",""adjective""]",,16225,"n.銀adj.銀的,銀色的,像銀的"
fiftieth,571,"[""fiftieths""]",,"[""adjective"",""noun""]",,16226," num.第五十,五十分之一"
havelock,571,[],,"[""noun""]",,16227,n.遮陽布
detour,570,"[""detours""]",,"[""noun""]",,16228,"n.便道,繞路vi.繞路而行vt.使繞道"
westerner,570,"[""westerners""]",,"[""noun""]",,16229,"n.美國之西部的人,西方人"
usefulness,570,"[""usefulnesses""]",,"[""noun""]",,16230,"n.有用,有效性"
inquest,570,"[""inquests""]",,"[""noun""]",,16231,n.審訊
banshee,570,"[""banshees""]",,"[""noun""]",,16232,n.(愛爾蘭民俗中的)女妖精
iodide,570,"[""iodides""]",,"[""noun""]",,16233,n.[化]碘化物
trillium,570,"[""trilliums""]",,"[""noun""]",,16234,n.[植]延齡草
fosse,570,"[""fosses""]",,"[""noun""]",,16235,"n.壕,坑,城河,[地]海淵"
marge,570,"[""marges""]",,"[""noun""]",,16236,"n.邊,緣"
tull,570,[],,"[""verb transitive""]",,16237,
rusk,570,"[""rusks""]",,"[""noun""]",,16238,"n.甜面包干,一片甜面包干"
sobriquet,570,"[""sobriquets""]",,"[""noun""]",,16239,"n.假名,綽號"
vena,570,"[""venae""]",,"[""noun"",""noun (plural)""]",,16240,n.<拉>靜脈
shortcut,569,"[""shortcuts""]",,"[""noun""]",,16241,n.捷徑
cheerleading,569,"[""cheerleadings""]",,"[""noun""]",,16242,n.帶領啦啦隊
astrological,569,[],,"[""adjective""]",,16243,"adj.占星的,占星術的"
idealism,569,"[""idealisms""]",,"[""noun""]",,16244,"n.理想主義,唯心論"
cistern,569,"[""cisterns""]",,"[""noun""]",,16245,"n.水塔,蓄水池"
roebuck,569,"[""roebucks""]",,"[""noun""]",,16246,n.雄獐
largemouth,569,"[""largemouths""]",,"[""noun""]",,16247,
hardback,569,"[""hardbacks""]",,"[""noun"",""adjective""]",,16248,n.硬封面的書
vilayet,569,[],,"[""noun""]",,16249,n.(古土耳其帝國的)省或主要行政區
reuptake,569,"[""reuptakes""]",,"[""noun""]",,16250,"n.(神經細胞對化學物質的)再吸收,再攝取"
downer,569,"[""downers""]",,"[""noun""]",,16251,"n.鎮定劑,令人沮喪的人"
dislocation,568,"[""dislocations""]",,"[""noun""]",,16252,"n.混亂,斷層,脫臼"
beekeeper,568,"[""beekeepers""]",,"[""noun""]",,16253,n.養蜂人
crematorium,568,"[""crematoriums""]",,"[""noun"",""noun (plural)""]",,16254,n.火葬場(亦作crematory)
salvo,568,"[""salvos""]",,"[""noun"",""noun (plural)""]",,16255,n.保留條款
malformation,568,"[""malformations""]",,"[""noun""]",,16256,"n.難看,畸形"
boletus,568,"[""boletuses""]",,"[""noun""]",,16257,n.[植]牛肝菌屬真菌
sieve,567,"[""sieved"",""sieving"",""sieves""]",,"[""noun""]",,16258,"n.篩,濾網,不會保密的人v.篩,過濾"
plutonium,567,"[""plutoniums""]",,"[""noun""]",,16259,
atrophy,567,"[""atrophied"",""atrophies"",""atrophying"",""atrophys""]",,"[""noun"",""verb transitive"",""verb intransitive"",""other"",""past participle"",""adjective""]",,16260,"n.[醫]萎縮,萎縮症"
ecologically,567,[],,[],,16261,
sooty,567,[],,"[""superlative"",""verb transitive"",""noun""]",,16262,"adj.煤煙熏黑的,烏黑的"
cusp,566,"[""cusps""]",,"[""noun"",""verb transitive"",""other""]",,16263,"n.尖頭,尖端"
inert,566,[],,"[""adjective"",""noun""]",,16264,"adj.無活動的,惰性的,遲鈍的"
fortnightly,566,[],,"[""adjective"",""adv""]",,16265,"adj.每兩周的,每兩星期一次的,隔周發行的n.隔周出版物adv.隔周,每兩星期一次地"
orangeman,566,"[""orangemen""]",,"[""noun""]",,16266,"n.奧蘭治黨員,橙帶黨員"
egger,566,"[""eggers""]",,"[""noun"",""verb transitive""]",,16267," 幼蟲食葉子的蛾類,搜集雞蛋的人"
testis,566,"[""testes""]",,"[""noun"",""noun (plural)"",""superlative""]",,16268,n.(=testical的復數)[解]睪丸
interweave,566,"[""interweaving"",""interweaves""]",,"[""verb transitive"",""other"",""past participle""]",,16269,"v.(使)交織,織進,(使)混雜"
heck,565,"[""hecks""]",,"[""noun""]",,16270,n.飼草架
watchtower,565,"[""watchtowers""]",,"[""noun""]",,16271,n.了望塔
alb,565,"[""albs""]",,"[""noun""]",,16272,n.白麻布聖職衣
bahar,565,[],,"[""noun""]",,16273,
mistral,565,"[""mistrals""]",,"[""noun""]",,16274,n.寒冷西北風
triennial,565,"[""triennials""]",,"[""adjective"",""noun""]",,16275,"adj.三年的,每三年一度的n.三年生植物,三年一次的事物"
condo,564,"[""condos""]",,"[""noun""]",,16276, condominium 分戶出售公寓大廈
bridal,564,"[""bridals""]",,"[""noun""]",,16277,"adj.新娘的,新婚的n.婚禮"
multiplier,564,"[""multipliers""]",,"[""noun""]",,16278,"n.增加者,繁殖者,乘數,增效器,乘法器"
harmonize,564,"[""harmonized"",""harmonizing"",""harmonizes""]",,"[""verb intransitive"",""verb transitive"",""other""]",,16279,v.協調
pituitary,564,"[""pituitaries""]",,"[""adjective""]",,16280,n.[解]垂體
timbre,564,"[""timbres""]",,"[""noun""]",,16281,"n.[音]音品,音色,音質"
crucible,564,"[""crucibles""]",,"[""noun""]",,16282,"n.坩鍋,嚴酷的考驗"
insulator,564,"[""insulators""]",,"[""noun""]",,16283,"n.絕緣體,絕熱器"
pall,564,"[""palled"",""palling"",""palls""]",,"[""noun"",""verb transitive"",""adjective"",""other""]",,16284,"n.棺罩,幕,遮蓋物vi.走味vt.覆蓋,使平淡無味,使生厭,感到膩煩"
motorbike,563,"[""motorbikes""]",,"[""noun"",""verb""]",,16285,n.摩托車
bartender,563,"[""bartenders""]",,"[""noun""]",,16286,"n.酒吧間銷售酒精飲料的人,酒吧間男招待"
rightful,563,[],,"[""adjective""]",,16287,adj.公正的
scorch,563,"[""scorched"",""scorching"",""scorches""]",,"[""verb transitive"",""verb intransitive"",""other"",""adjective""]",,16288,"v.燒焦,枯萎n.燒焦,焦痕,枯黃"
mullet,563,"[""mullets""]",,"[""noun""]",,16289,"n.[魚]胭脂魚,鯔魚"
experiential,563,[],,"[""adjective""]",,16290,"adj.經驗的,經驗上的,根據經驗的"
parenthood,563,"[""parenthoods""]",,"[""noun""]",,16291,"n.父母身份,親子關系"
provincially,563,[],,"[""adv""]",,16292,
brookside,563,"[""brooksides""]",,"[""noun""]",,16293,
carling,563,[],,"[""noun""]",,16294,"n.縱梁,支甲板橫梁的縱梁"
becket,563,"[""beckets""]",,"[""noun""]",,16295,"n.小環索,把手環"
theoretician,563,"[""theoreticians""]",,"[""noun""]",,16296,"n.精通於理論的人,理論家"
corrie,563,"[""corries""]",,"[""noun""]",,16297,n.<蘇格蘭>山腹的洞穴或凹處
caprice,563,"[""caprices""]",,"[""verb intransitive"",""adjective""]",,16298,"n.反復無常,任性,怪想"
leftover,562,"[""leftovers""]",,"[""noun"",""adjective""]",,16299,"n.剩余物,殘留物,剩菜adj.剩余的"
rapist,562,"[""rapists""]",,"[""noun""]",,16300,"n.強奸者,強奸犯"
mildly,562,[],,"[""adv""]",,16301,"adv.溫和地,適度地,略微"
trope,562,"[""tropes""]",,"[""noun""]",,16302,"n.[語]修辭,比喻"
condiment,562,"[""condiments""]",,"[""noun""]",,16303,n.調味品
adrenal,562,"[""adrenals""]",,"[""adjective""]",,16304,adj.腎上腺的n.腎上腺
groundwork,562,"[""groundworks""]",,"[""noun""]",,16305,"n.地基,基礎,根基"
recollect,562,"[""recollected"",""recollecting"",""recollects""]",,"[""verb transitive"",""noun"",""other"",""adjective""]",,16306,"v.回憶,想起,記起,憶起,記得"
suppressor,562,"[""suppressors""]",,"[""noun""]",,16307,
farina,562,"[""farinas""]",,"[""noun""]",,16308,"n.谷粉,粉末,澱粉,[植]花粉"
congregationalist,562,"[""congregationalists""]",,"[""noun""]",,16309,n.公理會之教友adj.公理會的
kestrel,562,"[""kestrels""]",,"[""noun""]",,16310,n.一種鷹
harvestman,562,"[""harvestmen""]",,"[""noun"",""noun (plural)""]",,16311,"n.收割者,盲蜘蛛"
untouchable,561,"[""untouchables""]",,"[""noun"",""adjective""]",,16312,"n.賤民adj.禁止觸摸的,管不著的,獨特的,不可及的"
pooh,561,[],,"[""other""]",,16313,int.輕視之聲vt.使疲倦
woodworking,561,"[""woodworkings""]",,"[""noun"",""adjective""]",,16314,"n.木工藝,木工行業adj.干木工活的"
interplanetary,561,[],,"[""adjective""]",,16315,"adj.行星間的,太陽系內的"
rosewood,561,"[""rosewoods""]",,"[""noun""]",,16316,"n.紅木(指黑檀,紫檀等),澳洲薔薇木"
recombinant,561,"[""recombinants""]",,[],,16317,
newsreel,561,"[""newsreels""]",,"[""noun""]",,16318,n.新聞影片
madrasa,561,[],,[],,16319,
cyanobacteria,561,"[""cyanobacterias""]",,"[""noun""]",,16320,
lanceolate,561,[],,"[""adjective""]",,16321,"adj.矛尖形的,披針狀的"
marl,561,"[""marls""]",,"[""verb transitive"",""noun"",""other""]",,16322,"n.泥灰,泥灰土,泥灰磚vt.撒泥灰土"
oblate,561,"[""oblates""]",,"[""adjective"",""noun""]",,16323,"n.獻身於修道院生活的人adj.奉為神聖的,[幾]扁平的,扁圓的"
diabetic,560,"[""diabetics""]",,"[""adjective""]",,16324,adj.[醫] 糖尿病的n.糖尿病患者
talisman,560,"[""talismans""]",,"[""noun"",""noun (plural)"",""adjective""]",,16325,"n.護身符,辟邪物,能產生奇跡的東西,法寶"
swordsman,560,"[""swordsmen""]",,"[""noun"",""noun (plural)""]",,16326,"n.擊劍手,劍客,軍人"
carat,560,"[""carats""]",,"[""noun""]",,16327,n.(=karat)克拉(寶石的重量單位)
umbilical,560,[],,"[""noun"",""adjective""]",,16328,"adj.臍帶的,母系的"
utilitarian,560,"[""utilitarians""]",,"[""adjective"",""noun""]",,16329,"adj.功利的,實利的,功利主義的n.功利論者,[哲]功利主義"
nitric,560,[],,"[""adjective""]",,16330,"adj.[化]氮的,含氮的,硝石的"
xenia,560,"[""xenias""]",,"[""noun (plural)""]",,16331,n.齊妮亞(亦作Zenia)(f.) n.[植]種子直感 異粉性
swimsuit,559,"[""swimsuits""]",,"[""noun""]",,16332,n.(女)游泳衣
agility,559,"[""agilities""]",,"[""noun""]",,16333,"n.敏捷,活潑"
sitter,559,"[""sitters""]",,"[""noun""]",,16334,"n.被畫像的人,代人臨時看管小孩的人"
uncanny,559,[],,"[""adjective""]",,16335,adj.離奇的
anomalous,559,[],,"[""adjective""]",,16336,"adj.不規則的,反常的"
whittle,559,"[""whittled"",""whittling"",""whittles""]",,"[""noun"",""verb transitive"",""verb intransitive"",""other""]",,16337,"v.切,削,削減,損害n.切肉用大刀,屠刀"
bodywork,559,"[""bodyworks""]",,"[""noun""]",,16338,"n.車體(尤指其細部構造,品質等)"
gaby,559,[],,"[""noun""]",,16339,"n.<俗> 傻瓜,笨人"
spicer,559,[],,"[""noun""]",,16340,
calico,559,"[""calicos""]",,"[""noun"",""adjective""]",,16341,"n.印花布,白棉布"
phonetics,559,"[""phoneticses""]",,"[""noun""]",,16342,"n.語音學,發音學"
ravel,559,"[""raveled"",""raveling"",""ravels""]",,"[""verb transitive"",""verb intransitive"",""other"",""noun""]",,16343,"vt.使糾纏,使混亂,解開,弄清vi.散開,解決n.錯綜復雜的一團"
oceanographer,559,"[""oceanographers""]",,"[""noun""]",,16344,"n.海洋學者,海洋研究者"
stalker,558,"[""stalkers""]",,"[""noun""]",,16345,"n.網子的一種,高視闊步者"
assailant,558,"[""assailants""]",,"[""adjective"",""noun""]",,16346,n.攻擊者
actuator,558,"[""actuators""]",,"[""noun""]",,16347,n.激勵者
barnacle,558,"[""barnacled"",""barnacles""]",,"[""noun"",""other""]",,16348,"n.一種北極鵝,藤壺,難以擺脫的人(或物)"
nullify,558,"[""nullified"",""nullifying"",""nullifies""]",,"[""adjective"",""other"",""noun""]",,16349,v.無效
corrugate,558,"[""corrugated"",""corrugates"",""corrugating""]",,"[""adjective"",""verb transitive"",""other"",""noun""]",,16350,"v.弄皺,起皺,(使)成波狀"
plasticity,558,"[""plasticities""]",,"[""noun""]",,16351,"n.可塑性,塑性"
lactate,558,"[""lactating"",""lactated"",""lactates""]",,"[""noun""]",,16352,v.分泌乳汁n.乳酸鹽
phonological,558,[],,"[""adjective""]",,16353,
chromatin,558,"[""chromatins""]",,"[""noun""]",,16354,"n.核染質,染色質"
extrajudicial,558,[],,"[""adjective""]",,16355,adj.法庭職權以外的
operationally,558,[],,[],,16356,
tidewater,558,"[""tidewaters""]",,"[""other""]",,16357,"n.潮水,水位受海潮影響的河溪adj.潮水的"
scythian,558,[],,"[""adjective"",""noun""]",,16358,"n.斯基台人[語]adj.斯基台的,斯基台人[語]的"
ghoul,557,"[""ghouls""]",,"[""noun""]",,16359,n.盜屍者
vigorously,557,[],,"[""adverb""]",,16360,adv.精神旺盛地
condensate,557,"[""condensated"",""condensates"",""condensating""]",,"[""verb transitive"",""other""]",,16361,
doughty,557,[],,"[""superlative""]",,16362,"adj.強的,剛強的,勇敢的"
liturgics,557,[],,"[""noun""]",,16363,"n.禮拜學,祭典學"
andante,557,"[""andantes""]",,"[""adjective"",""noun""]",,16364,"n.行板,緩慢的曲子adj.緩慢的adv.緩慢地"
swiftly,556,[],,"[""adv""]",,16365,"adv.很快地,即刻"
suitor,556,"[""suitors""]",,"[""noun""]",,16366,"n.起訴者,求婚者,請願者"
centrifugal,556,[],,"[""adjective"",""noun""]",,16367,adj.離心的
activator,556,"[""activators""]",,"[""noun""]",,16368,"n.[化]催化劑,觸媒劑"
conceptualize,556,"[""conceptualized"",""conceptualizing"",""conceptualizes""]",,"[""verb""]",,16369,v.使有概念
mandala,556,[],,"[""noun""]",,16370,n. <佛教、印度教>曼荼羅
pontoon,556,"[""pontoons""]",,"[""noun""]",,16371,"n.浮橋,浮筒,浮碼頭vt.架浮橋於"
deafness,556,"[""deafnesses""]",,"[""noun""]",,16372,"n.聾,聽不清"
exegesis,556,"[""exegesises""]",,"[""noun""]",,16373,"n.注釋,解釋"
sulcus,556,"[""sulcuses""]",,"[""noun""]",,16374,n.[解]溝 (大腦)回間溝
horticulturist,556,"[""horticulturists""]",,"[""noun""]",,16375,n.園藝家
abutment,556,"[""abutments""]",,"[""noun""]",,16376,"n.鄰接,橋礅"
puncture,555,"[""punctured"",""puncturing"",""punctures""]",,"[""noun"",""verb transitive"",""other"",""adjective""]",,16377,n.小孔v.刺破
advantageous,555,[],,"[""adjective""]",,16378,adj.有利的
snowshoe,555,"[""snowshoes""]",,"[""noun""]",,16379,n.雪鞋vi.穿雪鞋走路
veritas,555,[],,"[""noun""]",,16380, <拉>n.真理;真實;真相
eugenics,555,"[""eugenicses""]",,"[""noun""]",,16381,n.優生學
cassia,555,"[""cassias""]",,"[""noun""]",,16382,"n.[植]桂皮,肉桂"
etude,555,"[""etudes""]",,"[""noun""]",,16383,n.練習曲
hew,555,"[""hewed"",""hewing"",""hewn"",""hews""]",,"[""verb transitive"",""noun"",""other"",""past participle"",""adjective""]",,16384,
ordinarily,554,[],,"[""adv""]",,16385,"adv.普通,平常"
beret,554,"[""berets""]",,"[""noun""]",,16386,n.貝雷帽
opportunistic,554,[],,"[""adjective""]",,16387,"adj.機會主義的,機會主義者的"
afield,554,[],,"[""adv""]",,16388,"adv.離開(家鄉),在戰場上,在田野"
carbonyl,554,"[""carbonyls""]",,"[""noun""]",,16389,"n.[化]碳酰基,羰基"
vino,554,"[""vinos""]",,"[""noun""]",,16390,
hopi,554,"[""hopis""]",,"[""noun""]",,16391,"n.霍皮人(美國亞利桑那州東南部印第安村莊居民),霍皮人使用的語言"
yarrow,554,"[""yarrows""]",,"[""noun""]",,16392,n.[植] 西洋蓍草
carillon,554,"[""carillons""]",,"[""noun""]",,16393,"n.鐘樂器,鐘樂"
supergiant,554,"[""supergiants""]",,"[""noun""]",,16394,
trafficker,554,"[""traffickers""]",,"[""noun""]",,16395,"n.貿易商,商人,干非法勾當者,行為卑劣者"
nipple,553,"[""nipples""]",,"[""noun""]",,16396,"n.乳頭,奶嘴"
